Code 2019 Only,Questions in 2019
FEXPOTH10A,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Other - Other Sources (specify)- FY18"
FEXPOTH00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Other - I do not have data on expenditures for this category - FY18"
,
FEXPCHR12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - CDC- FY18"
,
FEXPCHR28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - DHHS- FY18"
,
FEXPCHR14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - HRSA - FY18"
,
FEXPCHR16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - Medicaid - FY18"
,
FEXPCHR18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - Medicare - FY18"
,
FEXPCHR20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - USDA - FY18"
,
FEXPCHR22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - DHS - FY18"
,
FEXPCHR24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - EPA - FY18"
,
FEXPCHR26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - Other - FY18"
FEXPCHR001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Chronic Disease - Federal Funds - I do not have data on expenditures for this category - FY19"
,
FEXPINF12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - CDC - FY18"
,
FEXPINF28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - DHHS - FY18"
,
FEXPINF14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - HRSA - FY18"
,
FEXPINF16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - Medicaid - FY18"
,
FEXPINF18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - Medicare - FY18"
,
FEXPINF20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - USDA - FY18"
,
FEXPINF22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - DHS - FY18"
,
FEXPINF24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - EPA - FY18"
,
FEXPINF26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - Other - FY18"
FEXPINF001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Infectious Disease - Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPINJ12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - CDC - FY18"
,
FEXPINJ28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - DHHS - FY18"
,
FEXPINJ14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention- Federal Funds - HRSA - FY18"
,
FEXPINJ16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds -Medicaid - FY18"
,
FEXPINJ18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - Medicare - FY18"
,
FEXPINJ20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - USDA - FY18"
,
FEXPINJ22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - DHS - FY18"
,
FEXPINJ24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - EPA - FY18"
,
FEXPINJ26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - Other - FY18"
FEXPINJ001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Injury Prevention - Federal Funds - I do not have data on expenditures for this category- FY18"
,
FEXPWIC12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - CDC - FY18"
,
FEXPWIC28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - DHHS - FY18"
,
FEXPWIC14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - HRSA - FY18"
,
FEXPWIC16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - Medicaid - FY18"
,
FEXPWIC18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - Medicare - FY18"
,
FEXPWIC20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - USDA - FY18"
,
FEXPWIC22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - DHS - FY18"
,
FEXPWIC24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - EPA - FY18"
,
FEXPWIC26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - Other - FY18"
FEXPWIC001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. WIC - Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPENV12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - CDC - FY18"
,
FEXPENV28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - DHHS - FY18"
,
FEXPENV14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - HRSA - FY18"
,
FEXPENV16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - Medicaid - FY18"
,
FEXPENV18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - Medicare - FY18"
,
FEXPENV20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - USDA - FY18"
,
FEXPENV22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - DHS - FY18"
,
FEXPENV24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - EPA - FY18"
,
FEXPENV26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - Other - FY18"
FEXPENV001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Environmental Health - Federal Funds - I do not have data on expenditures for this category- FY18"
,
FEXPCON12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - CDC - FY18"
,
FEXPCON28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - DHHS - FY18"
,
FEXPCON14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - HRSA - FY18"
,
FEXPCON16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below.  Clinical Services/Consumer Care- Federal Funds - Medicaid - FY18"
,
FEXPCON18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - Medicare - FY18"
,
FEXPCON20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - USDA  - FY18"
,
FEXPCON22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - DHS - FY18"
,
FEXPCON24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - EPA - FY18"
,
FEXPCON26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - Other- FY18"
FEXPCON001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Clinical Services/Consumer Care- Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPHAZ12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - CDC - FY18"
,
FEXPHAZ28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - DHHS - FY18"
,
FEXPHAZ14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - HRSA - FY18"
,
FEXPHAZ16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - Medicaid - FY18"
,
FEXPHAZ18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - Medicare - FY18"
,
FEXPHAZ20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - USDA - FY18"
,
FEXPHAZ22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - DHS - FY18"
,
FEXPHAZ24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - EPA - FY18"
,
FEXPHAZ26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - Other - FY18"
FEXPHAZ001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. All Hazards Preparedness and Response - Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPQUA12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - CDC - FY18"
,
FEXPQUA28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - DHHS - FY18"
,
FEXPQUA14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - HRSA - FY18"
,
FEXPQUA16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - Medicaid - FY18"
,
FEXPQUA18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - Medicare - FY18"
,
FEXPQUA20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - USDA - FY18"
,
FEXPQUA22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - DHS - FY18"
,
FEXPQUA24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - EPA - FY18"
,
FEXPQUA26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - Other- FY18"
FEXPQUA001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Quality of Health Services - Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPDAT12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - CDC - FY18"
,
FEXPDAT28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - DHHS - FY18"
,
FEXPDAT14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - HRSA - FY18"
,
FEXPDAT16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - Medicaid - FY18"
,
FEXPDAT18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - Medicare - FY18"
,
FEXPDAT20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - USDA - FY18"
,
FEXPDAT22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - DHS - FY18"
,
FEXPDAT24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - EPA - FY18"
,
FEXPDAT26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - Other - FY18"
FEXPDAT001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Data - Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPLAB12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - CDC - FY18"
,
FEXPLAB28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - DHHS - FY18"
,
FEXPLAB14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - HRSA - FY18"
,
FEXPLAB16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - Medicaid - FY18"
,
FEXPLAB18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - Medicare - FY18"
,
FEXPLAB20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - USDA - FY18"
,
FEXPLAB22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - DHS - FY18"
,
FEXPLAB24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - EPA - FY18"
,
FEXPLAB26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - Other- FY18"
FEXPLAB001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Health Laboratory - Federal Funds - I do not have data on expenditures for this categiory - FY18"
,
FEXPVIT12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - CDC - FY18"
,
FEXPVIT28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - DHHS- FY18"
,
FEXPVIT14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - HRSA - FY18"
,
FEXPVIT16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - Medicaid - FY18"
,
FEXPVIT18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - Medicare - FY18"
,
FEXPVIT20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - USDA -FY18"
,
FEXPVIT22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - DHS - FY18"
,
FEXPVIT24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - EPA - FY18"
,
FEXPVIT26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - Other- FY18"
FEXPVIT001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Vital Statistics - Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPADM12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - CDC - FY18"
,
FEXPADM28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - DHHS - FY18"
,
FEXPADM14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - HRSA - FY18"
,
FEXPADM16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - Medicaid - FY18"
,
FEXPADM18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - Medicare - FY18"
,
FEXPADM20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - USDA - FY18"
,
FEXPADM22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - DHS - FY18"
,
FEXPADM24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - EPA - FY18"
,
FEXPADM26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - Other- FY18"
FEXPADM001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Administration - Federal Funds - I do not have data on expenditures for this category - FY18"
,
FEXPOTH12,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Other - Federal Funds - CDC - FY18"
,
FEXPOTH28,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Other - Federal Funds - DHHS- FY18"
,
FEXPOTH14,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Other - Federal Funds - HRSA - FY18"
,
FEXPOTH16,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Other - Federal Funds - Medicaid - FY18"
,
FEXPOTH18,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Other - Federal Funds - Medicare - FY18"
,
FEXPOTH20,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each source of federal funds listed in the chart below. Other - Federal Funds - USDA - FY18"
,
FEXPOTH22,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each source of federal funds listed in the chart below. Other - Federal Funds - DHS - FY18"
,
FEXPOTH24,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each source of federal funds listed in the chart below. Other - Federal Funds - EPA - FY18"
,
FEXPOTH26,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each source of federal funds listed in the chart below. Other - Federal Funds - Other- FY18"
FEXPOTH26A,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each source of federal funds listed in the chart below. Other - Specified"
FEXPOTH001,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each source of federal funds listed in the chart below. Other - Federal Funds - I do not have data on expenditures for this category - FY18"
FEXPCAV01,"Please record any caveats regarding the expenditures reported for your agency’s fiscal year 2018 (e.g. any difficulties in reporting on fiscal data in the timeframe requested, the inclusion or exclusion of expenditures by the categories listed in the chart or tohers, or other footnote information to clarify any variation in reporting. "
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
FRECCAV01 ,"In the space provided below, please record any caveats regarding the expenditures reported for your agency’s fiscal year 2018 (e.g. any difficulties in reporting on fiscal data in the timeframe requested, inclusion or exclusion of expenditures by the categories listed in the chart or others, or other footnote information to clarify any variation in reporting)."
,
,
Part 6,Planning and Quality Improvement
,
,
,
,
,
,
,
QSHAACC01,Has your agency achieved accreditation through the Public Health Accreditation Board (PHAB)?
QSHAREA01,Has your agency applied/is your agency planning to apply for PHAB re-accreditation? 
,
,
QCALLOI01,In what calendar year does your public health agency anticipate registering in e-PHAB in order to pursue accreditation?   
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
6.4,There are many different frameworks or approaches to quality improvement.  Check each framework or approach to quality improvement your agency prefers to use as an approach to quality improvement.
QFRMAQI01, Balanced Scorecard
QFRMAQI02, Baldrige Performance Excellence Criteria (or state version)
QFRMAQI03, Lean
QFRMAQI04, Plan-Do-Check-Act or Plan-Do-Study-Act
QFRMAQI05, Six Sigma
QFRMAQI08, PHAB Accreditation Standards
QFRMAQI06, No specific framework or approach
QFRMAQI07, Other specific framework or approach
QFRMAQI07A,Other specific framework or approach (specify)
,
,
,
,
,
,
,
QPERMAN01,"Does your state/territorial health agency have a formal performance management program in place that includes ALL of the following: performance standards, performance measures, reporting of progress, and a quality improvement process?"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
QSHAQIA01,Which of the following statements best characterizes your SHA’s current quality improvement activities? 
,
,
,
,
,
,
,
,
,
,
QELMQIP01,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA?  Agency QI Council or other committee that coordinates QI efforts  
QELMQIP02,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA?  Staff Member with dedicated time as part of their job description to monitor QI work throughout the agency 
QELMQIP03,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA? Agency-wide QI Plan  
QELMQIP04,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA? Agency performance data is used on a ongoing basis to drive improvement efforts 
QELMQIP05,"Which of the following elements of a formal agency-wide QI program are currently in place at your SHA?  Leadership dedicates resources (e.g., time, funding) to QI  "
QELMQIP06,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA?  QI is incorporated in employee job descriptions
QELMQIP07,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA?  QI is incorporated in employee performance appraisals   
QELMQIP08,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA?   QI resources and training opportunities are offered to staff on an ongoing basis  
QELMQIP09,Which of the following elements of a formal agency-wide QI program are currently in place at your SHA?   None of the above  
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
QSTFQIE01,In what ways does your agency support or encourage staff involvement in quality improvement efforts?  We provide training to staff in QI methods
QSTFQIE02,In what ways does your agency support or encourage staff involvement in quality improvement efforts?   We recognize outstanding QI work with employee recognition award(s)
QSTFQIE03,In what ways does your agency support or encourage staff involvement in quality improvement efforts? Participation in QI efforts is included as part of employee performance goals
QSTFQIE04,In what ways does your agency support or encourage staff involvement in quality improvement efforts? We provide monetary incentives
QSTFQIE05,In what ways does your agency support or encourage staff involvement in quality improvement efforts? Quality improvement is included in job descriptions for some employees
QSTFQIE06,In what ways does your agency support or encourage staff involvement in quality improvement efforts? We have formed a QI committee that coordinates QI efforts
QSTFQIE07,In what ways does your agency support or encourage staff involvement in quality improvement efforts? We provide funding to support QI efforts 
QSTFQIE08,In what ways does your agency support or encourage staff involvement in quality improvement efforts? We do not actively encourage staff involvement in quality improvement efforts 
QSTFQIE09,In what ways does your agency support or encourage staff involvement in quality improvement efforts? Other
QSTFQIE09A,In what ways does your agency support or encourage staff involvement in quality improvement efforts? Other (specify)
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
